제목,장르,총 평점,유저 평점
미녀는 괴로워,코미디,3.4,3.0
바더 마인호프,액션,3.4,3.0
명장,액션,3.2,3.0
마법에 걸린 사랑,애니메이션,3.4,3.0
맘마미아!,코미디,3.8,3.5
맨발의 꿈,드라마,3.3,3.0
말할 수 없는 비밀,로맨스,4.0,4.0
맨 오브 스틸,액션,3.3,3.0
맨 인 블랙 3,액션,3.7,3.5
마마 고고,드라마,2.5,2.0
머나먼 사랑,로맨스,3.0,2.5
마이 베스트 홀리데이스,코미디,2.9,2.5
링컨 차를 타는 변호사,범죄,3.5,3.0
레저베이션 로드,드라마,2.9,2.5
로마 위드 러브,로맨틱코미디,3.3,3.0
르 아브르,드라마,3.5,3.5
로맨틱 헤븐,드라마,2.7,2.5
리턴,공포,3.0,2.5
러브 토크,로맨스,2.8,2.5
레이크 하우스,드라마,3.0,3.0
로니를 찾아서,드라마,2.8,2.5
디스터비아,범죄,3.3,3.0
라 비 앙 로즈,드라마,3.8,3.5
라스베가스에서만 생길 수 있는 일,로맨틱코미디,3.2,3.0
락 오브 에이지,음악,3.0,2.5
라스트 스탠드,액션,2.8,2.5
라잇 온 미,로맨스,3.1,3.0
디파이언스,액션,3.4,3.0
라스트 사무라이,전쟁,3.3,3.0
뚝방전설,액션,2.2,2.0
도가니,스릴러,3.6,3.5
돌스,드라마,3.0,2.5
뒷담화:감독이 미쳤어요,드라마,2.5,2.5
돈 많은 친구들,로맨틱코미디,2.8,2.5
두번째 사랑,로맨스,3.1,3.0
도쿄 타워,드라마,3.3,3.0
드리머,스포츠,3.3,3.0
데이브레이커스,액션,3.2,3.0
노잉,재난,3.0,2.5
노다메 칸타빌레 Vol.1,드라마,3.6,3.5
댄 인 러브,로맨틱코미디,3.3,3.0
대디 데이 케어,코미디,3.4,3.0
더 레슬러,드라마,3.7,3.5
노보,드라마,2.8,2.5
댈러웨이 부인,로맨스,3.2,3.0
더 그레이,액션,3.2,3.0
늑대소년,로맨스,3.5,3.5
내 아내의 모든 것,로맨스,3.6,3.5
내가 사는 피부,스릴러,3.3,3.0
내 슬픈 창녀들의 추억,코미디,2.8,2.5
내가 고백을 하면,드라마,3.4,3.0
내 생애 최고의 데이트,로맨틱코미디,2.7,2.5
내 남자의 유통기한,로맨틱코미디,3.1,3.0
내 이름은 칸,드라마,3.9,3.5
네버 렛 미 고,드라마,3.5,3.5
너는 내 운명,로맨스,3.7,3.5
그르바비차,전쟁,3.6,3.5
나의 결혼 원정기,드라마,2.8,2.5
나니아 연대기 - 캐스피언 왕자,액션,3.5,3.0
김씨 표류기,드라마,3.4,3.0
나는 행복합니다,드라마,2.6,2.5
날아라 펭귄,드라마,3.1,3.0
나인,드라마,2.9,2.5
나의 PS 파트너,로맨스,3.2,3.0
낭만자객,액션,1.7,1.5
남쪽으로 튀어,코미디,2.9,2.5
고양이: 죽음을 보는 두 개의 눈,공포,2.1,2.0
꽃미남 연쇄 테러사건,틴에이저,1.5,1.5
굿바이 보이,드라마,3.0,3.0
공주와 개구리,애니메이션,3.4,3.0
경의선,로맨스,2.7,2.5
국가대표,드라마,3.7,3.5
궁녀,공포,2.5,2.5
골든 슬럼버,액션,3.2,3.0
그대를 사랑합니다,로맨스,3.7,3.5
검우강호,액션,2.9,2.5
각설탕,드라마,3.0,3.0
거북이 달린다,드라마,3.2,3.0
걸스카우트,코미디,2.3,2.0
강철중: 공공의 적 1-1,범죄,3.5,3.0
가을로,드라마,2.9,2.5
돈 존,코미디,2.9,2.5
용의자,액션,3.4,3.0
또 하나의 약속,드라마,3.4,3.0
수상한 그녀,코미디,3.8,3.5
관능의 법칙,드라마,2.9,2.5
동창생,드라마,2.8,2.5
톱스타,드라마,2.5,2.0
숨바꼭질,스릴러,3.5,3.0
뫼비우스,드라마,2.5,2.5
열한시,스릴러,2.7,2.5
러브레이스,드라마,2.8,2.5
엘리시움,SF,3.2,3.0
후궁 : 제왕의 첩,로맨스,2.7,2.5
"히말라야, 바람이 머무는 곳",드라마,2.8,2.5
핸드폰,스릴러,2.6,2.5
핸콕,액션,3.4,3.0
황진이,시대극,2.4,2.0
화려한 휴가,드라마,3.6,3.5
향수 - 어느 살인자의 이야기,범죄,3.7,3.5
하울링,범죄,2.6,2.5
환상속의 그대,로맨스,3.1,3.0
행오버 2,코미디,3.3,3.0
해결사,드라마,2.8,2.5
하우 투 비,음악,2.5,2.5
푸른소금,액션,2.6,2.5
트랜스포머: 패자의 역습,액션,3.6,3.5
티끌모아 로맨스,로맨틱코미디,2.6,2.5
패스트 & 퓨리어스 2,액션,3.7,3.5
페스티발,코미디,2.6,2.5
트리스탄과 이졸데,로맨스,2.9,2.5
트랜스포머 3,액션,3.5,3.0
트와일라잇,드라마,3.6,3.5
프로스트 VS 닉슨,드라마,3.6,3.5
타이탄,액션,3.0,3.0
트랜스포머,액션,3.9,3.5
투모로우,액션,3.6,3.5
투 가이즈,코미디,2.7,2.5
투 아이즈,공포,2.6,2.5
투혼,드라마,2.7,2.5
키친,로맨스,2.7,2.5
킬러 인사이드 미,범죄,2.5,2.5
태풍,드라마,2.5,2.5
클라우드 아틀라스,액션,3.2,3.0
철의 여인,드라마,3.3,3.0
커플즈,로맨스,2.8,2.5
7번방의 선물,드라마,3.9,3.5
캐리비안의 해적: 낯선 조류,액션,3.8,3.5
코드 46,로맨스,2.9,2.5
크리스마스 캐롤,애니메이션,3.3,3.0
칠검,액션,2.7,2.5
천일의 스캔들,드라마,3.2,3.0
쩨쩨한 로맨스,로맨틱코미디,2.9,2.5
줄리아의 눈,공포,3.2,3.0
지.아이.조 - 전쟁의 서막,액션,3.1,3.0
즐거운 인생,음악,3.1,3.0
제노바,드라마,2.9,2.5
존레논 비긴즈-노웨어보이,드라마,3.3,3.0
저지 걸,코미디,3.2,3.0
집결호,전쟁,3.1,3.0
천년호,한국,2.6,2.5
챔프,스포츠,2.9,2.5
CJ7 - 장강7호,코미디,3.0,3.0
2012,SF,3.4,3.0
이상한 나라의 앨리스,모험,3.5,3.0
26년,드라마,3.2,3.0
이웃사람,스릴러,3.4,3.0
저수지에서 건진 치타,드라마,2.7,2.5
익스펜더블,액션,3.1,3.0
이브닝,드라마,2.6,2.5
이탈리안 잡,액션,3.7,3.5
이클립스,모험,3.5,3.5
은하해방전선,드라마,3.4,3.0
울프맨,공포,2.4,2.0
우리 집에 왜 왔니,드라마,2.6,2.5
위대한 유산,코미디,2.8,2.5
워낭소리,다큐멘터리,3.4,3.0
워리어스 웨이,액션,1.9,1.5
위대한 개츠비,로맨스,3.8,3.5
위험한 관계,로맨스,2.8,2.5
원스 어게인,음악,3.3,3.0
영화소년 샤오핑,드라마,3.3,3.0
오! 마이보스!,코미디,2.8,2.5
오늘,드라마,3.0,3.0
영어 완전 정복,코미디,2.4,2.0
우리 이웃의 범죄,드라마,2.3,2.0
오구,코미디,2.7,2.5
요시노 이발관,드라마,3.3,3.0
우리에게 내일은 없다,드라마,3.2,3.0
오스트레일리아,모험,3.1,3.0
아이언맨 2,SF,4.0,3.5
아치와 씨팍,애니메이션,2.8,2.5
엑스맨 탄생: 울버린,액션,3.5,3.5
안경,드라마,3.7,3.5
연의 황후,시대극,2.8,2.5
엔젤,드라마,2.9,2.5
여덟 번의 감정,드라마,2.3,2.0
연가시,드라마,3.0,3.0
알투비:리턴투베이스,드라마,2.5,2.0
애정결핍이 두 남자에게 미치는 영향,코미디,2.1,2.0
아빠가 여자를 좋아해,로맨스,2.5,2.5
스크림 4G,공포,2.6,2.5
시간 여행자의 아내,판타지,3.7,3.5
신기전,액션,3.1,3.0
시체가 돌아왔다,코미디,2.9,2.5
시선 1318,드라마,2.8,2.5
아이들...,드라마,3.0,3.0
스피드 레이서,스포츠,2.2,2.0
식객,드라마,3.0,3.0
세번째 시선,한국,3.0,2.5
숏버스,로맨틱코미디,3.0,3.0
슈퍼맨이었던 사나이,코미디,2.9,2.5
세인트 클라우드,로맨스,3.0,3.0
셜록 홈즈,액션,3.7,3.5
솔트,액션,3.3,3.0
수상한 고객들,코미디,3.1,3.0
순정만화,로맨틱코미디,2.9,2.5
수,범죄,2.3,2.0
소리 아이,다큐멘터리,3.0,3.0
브라더 베어,판타지,3.5,3.0
본 레거시,액션,3.3,3.0
브로큰 시티,액션,2.8,2.5
불어라 봄바람,코미디,2.1,2.0
상어,로맨스,2.9,2.5
비스티 보이즈,드라마,3.0,2.5
상성: 상처받은 도시,범죄,3.0,2.5
블랙 달리아,범죄,2.8,2.5
빙우,로맨스,2.1,2.0
세븐 데이즈,스릴러,3.5,3.0
벡,음악,2.8,2.5
베스트 키드,액션,3.0,2.5
베이직,액션,3.2,3.0
백야행 - 하얀 어둠 속을 걷다,드라마,3.0,2.5
백악관 최후의 날,액션,3.0,3.0
방황의 날들,드라마,3.1,3.0
보트,드라마,2.4,2.0
백설공주,모험,3.0,3.0
별이 빛나는 밤,드라마,3.3,3.0
미스터 고,코미디,2.7,2.5
미후네,로맨틱코미디,3.1,3.0
반드시 크게 들을 것,음악,3.4,3.0
무서운 이야기,공포,2.7,2.5
바비,드라마,2.8,2.5
모나리자 스마일,드라마,3.7,3.5
목포는 항구다,코미디,2.6,2.5
방가? 방가!,코미디,3.0,2.5
바람 피기 좋은 날,로맨틱코미디,2.5,2.0
바람의 전설,드라마,2.6,2.5
매트릭스 3: 레볼루션,SF,3.9,3.5
메달리온,액션,2.7,2.5
마린 보이,범죄,2.7,2.5
모던 보이,로맨스,2.8,2.5
마이 블루베리 나이츠,드라마,3.4,3.0
명왕성,드라마,3.0,3.0
마법사들,드라마,3.0,2.5
마이웨이,드라마,2.9,2.5
메신져 - 죽은 자들의 경고,공포,2.4,2.0
런닝맨,액션,3.0,3.0
더 웹툰: 예고살인,공포,2.6,2.5
디스 민즈 워,로맨틱코미디,3.4,3.0
데인저러스 메소드,드라마,2.9,2.5
돈의 맛,드라마,2.5,2.5
로프트,스릴러,2.6,2.5
"두뇌유희 프로젝트, 퍼즐",범죄,2.2,2.0
리키,판타지,2.7,2.5
마더 앤 차일드,드라마,3.2,3.0
된장,미스터리,2.8,2.5
뉴 문,모험,3.3,3.0
닌자 어쌔신,액션,2.5,2.5
달빛 길어올리기,드라마,2.6,2.5
"뉴욕에서 온 남자, 파리에서 온 여자",드라마,3.3,3.0
눈부신 날에,드라마,2.7,2.5
네드 켈리,드라마,2.7,2.5
다세포 소녀,로맨틱코미디,1.3,1.0
댄싱퀸,드라마,3.2,3.0
다크 섀도우,로맨스,2.7,2.5
내 인생의 마지막 변화구,스포츠,3.5,3.0
기다리다 미쳐,로맨스,2.1,2.0
기적의 오케스트라 - 엘 시스테마,드라마,3.3,3.0
내 생애 최악의 남자,로맨틱코미디,1.9,1.5
그림형제 : 마르바덴 숲의 전설,액션,2.9,2.5
내 사랑 내 곁에,드라마,3.0,3.0
내 청춘에게 고함,드라마,2.6,2.5
김종욱 찾기,로맨틱코미디,3.5,3.0
내 남자친구는 왕자님,코미디,3.2,3.0
9: 나인,SF,3.3,3.0
글러브,드라마,3.2,3.0
귀여워,코미디,2.2,2.0
국경의 남쪽,로맨스,2.9,2.5
권순분 여사 납치사건,범죄,2.8,2.5
구타유발자들,범죄,3.0,2.5
구미호 가족,코미디,2.2,2.0
그녀는 날 싫어해,드라마,2.4,2.0
굿모닝 프레지던트,코미디,2.8,2.5
굿 우먼,로맨스,3.0,2.5
광대를 위한 슬픈 발라드,전쟁,3.0,2.5
구르믈 버서난 달처럼,시대극,3.0,3.0
강적,스릴러,2.4,2.0
007 퀀텀 오브 솔러스,액션,3.5,3.5
고독이 몸부림칠 때,드라마,2.6,2.5
배우는 배우다,드라마,2.7,2.5
고령화가족,드라마,3.0,3.0
친구2,드라마,2.9,2.5
검은 집,스릴러,3.0,2.5
게이샤의 추억,로맨스,3.2,3.0
과속스캔들,드라마,3.7,3.5
거룩한 계보,액션,3.2,3.0
하모니,드라마,3.6,3.5
헬로우 고스트,코미디,3.5,3.0
블링 링,범죄,2.4,2.0
공범,스릴러,3.1,3.0
깡철이,드라마,3.0,3.0
화이트: 저주의 멜로디,공포,2.2,2.0
헨젤과 그레텔,판타지,2.8,2.5
플라워즈,드라마,2.7,2.5
감기,드라마,3.2,3.0
스파이,코미디,3.2,3.0
파파로티,음악,3.3,3.0
퍼펙트 센스,드라마,3.5,3.0
파괴된 사나이,드라마,2.7,2.5
펠햄 123,액션,3.2,3.0
페이스,공포,1.9,1.5
티스,공포,2.5,2.0
풍산개,드라마,2.9,2.5
프레데터스,액션,3.0,2.5
평양성,드라마,2.8,2.5
트랩,액션,2.6,2.5
카운테스,드라마,2.8,2.5
조선명탐정 : 각시투구꽃의 비밀,코미디,3.3,3.0
차우,공포,2.5,2.0
통증,드라마,2.9,2.5
점쟁이들,공포,2.5,2.0
코리아,스포츠,3.3,3.0
지.아이.조 2,액션,3.1,3.0
줄탁동시,드라마,2.8,2.5
타워,재난,3.3,3.0
투사부일체,코미디,2.8,2.5
월드 인베이젼,액션,3.1,3.0
이태원 살인사건,범죄,2.6,2.5
이웃집 좀비,로맨틱코미디,2.5,2.5
위험한 상견례,코미디,3.0,3.0
원탁의 천사,판타지,1.9,1.5
은밀하게 위대하게,액션,3.4,3.0
원더풀 라디오,드라마,2.9,2.5
작은 연못,드라마,3.1,3.0
인터스테이트,판타지,3.0,3.0
왼편 마지막 집,공포,3.0,3.0
양자탄비,서부극,2.9,2.5
용서는 없다,범죄,3.3,3.0
야수와 미녀,로맨틱코미디,2.9,2.5
열한번째 엄마,드라마,3.1,3.0
엣지 오브 다크니스,범죄,3.0,2.5
악인은 너무 많다,범죄,2.5,2.5
오직 그대만,로맨스,3.5,3.0
오싹한 연애,공포,3.2,3.0
오감도,로맨스,2.0,2.0
10억,스릴러,2.5,2.5
아부의 왕,코미디,2.4,2.0
어브덕션,액션,2.7,2.5
쉐프,코미디,3.4,3.0
아들,드라마,3.0,2.5
악마를 보았다,공포,3.8,3.5
아더와 미니모이: 제1탄 비밀 원정대의 출정,애니메이션,3.2,3.0
"소년, 천국에 가다",판타지,2.8,2.5
센티미엔토: 사랑의 감각,드라마,2.4,2.0
아메리칸 파이 웨딩,코미디,2.9,2.5
300,액션,3.8,3.5
방탄승,액션,2.5,2.0
봄날의 곰을 좋아하세요?,로맨틱코미디,2.8,2.5
사랑,드라마,2.8,2.5
불량남녀,로맨스,3.0,2.5
삼국지 - 용의 부활,액션,3.0,2.5
브레이브 원,액션,3.1,3.0
불꽃처럼 나비처럼,시대극,2.7,2.5
비발디,드라마,2.3,2.0
브레이킹 던 part1,액션,3.6,3.5
Mr. 아이돌,드라마,1.7,1.5
미쓰GO,액션,2.2,2.0
방콕 데인저러스,액션,2.3,2.0
매란방,드라마,2.9,2.5
미나문방구,드라마,2.7,2.5
만남의 광장,코미디,2.8,2.5
미스터 주부퀴즈왕,코미디,2.6,2.5
마이 블랙 미니드레스,드라마,2.5,2.0
마지막 늑대,액션,2.3,2.0
령,공포,2.3,2.0
마음이...,가족,3.6,3.5
"달마야, 서울 가자",코미디,2.6,2.5
디 워,판타지,1.9,1.5
둠,공포,2.7,2.5
라이 위드 미,성인,2.7,2.5
넥스트,액션,3.2,3.0
디어 존,드라마,3.3,3.0
넘버 23,스릴러,3.0,2.5
내츄럴 시티,드라마,2.2,2.0
마리 앙투아네트,드라마,3.3,3.0
나넬 모차르트,음악,3.1,3.0
내가 살인범이다,액션,3.5,3.0
걸리버 여행기,모험,2.9,2.5
공자춘추전국시대 감독판,전쟁,2.7,2.5
그림자 살인,스릴러,3.0,3.0
간첩,드라마,2.9,2.5
내가 숨쉬는 공기,드라마,2.8,2.5
극락도 살인사건,스릴러,2.9,2.5
그 남자의 책 198쪽,드라마,2.4,2.0
트럭,스릴러,2.8,2.5
포화 속으로,전쟁,3.3,3.0
한반도,액션,2.8,2.5
펜트하우스 코끼리,드라마,1.7,1.5
가문의 위기 - 가문의 영광 2,코미디,2.6,2.5
킬러스,액션,3.0,3.0
가문의 부활 - 가문의 영광 3,코미디,2.3,2.0
간기남,스릴러,2.6,2.5
가비,미스터리,2.4,2.0
파괴자들,액션,2.8,2.5
테이큰 2,액션,3.4,3.0
차형사,액션,2.8,2.5
조폭 마누라 2: 돌아온 전설,액션,2.3,2.0
7광구,SF,1.7,1.5
요술,드라마,2.2,2.0
지구가 멈추는 날,드라마,2.7,2.5
잘 살아보세,드라마,2.1,2.0
아메리칸 허슬,범죄,3.5,3.0
노예 12년,역사,3.8,3.5
욕망,드라마,2.1,2.0
여교수의 은밀한 매력,코미디,2.2,2.0
마음이 2,코미디,3.3,3.0
스카이라인,액션,2.5,2.5
미이라 3: 황제의 무덤,액션,3.0,2.5
비밀 여행,드라마,1.9,1.5
쏜다,코미디,2.5,2.5
애프터 어스,액션,2.7,2.5
레드라이트,드라마,3.1,3.0
배틀쉽,액션,3.0,2.5
밴디다스,서부극,2.8,2.5
무적자,드라마,2.3,2.0
써커 펀치,판타지,2.4,2.0
더 시크릿,로맨스,2.7,2.5
라스트 갓파더,코미디,1.7,1.5
나탈리,로맨스,1.5,1.5
기생령,공포,1.9,1.5
데스 센텐스,액션,3.3,3.0
내 여자친구를 소개합니다,로맨스,2.9,2.5
라이어,코미디,2.2,2.0
두 얼굴의 여친,로맨틱코미디,2.6,2.5
두 사람이다,공포,2.0,2.0
누가 그녀와 잤을까?,코미디,1.7,1.5
"10,000 BC",드라마,2.7,2.5
그린 호넷,액션,2.4,2.0
주유소 습격사건 2,액션,2.2,2.0
브레이킹 던 part2,모험,3.6,3.5
여고괴담 5,공포,1.9,1.5
최후의 만찬,코미디,1.4,1.0
은장도,코미디,1.3,1.0
날나리 종부전,코미디,1.4,1.0
휴고,모험,3.4,3.0
황해,스릴러,3.7,3.5
고사 두 번째 이야기: 교생실습,공포,1.7,1.5
폭스파이어,드라마,3.6,3.5
아무도 머물지 않았다,드라마,3.8,3.5
환상의 그대,로맨틱코미디,3.6,3.5
허트 로커,드라마,3.8,3.5
토이 스토리 3,애니메이션,4.1,4.0
킹콩,액션,3.4,3.0
파수꾼,틴에이저,3.9,3.5
토니 타키타니,드라마,3.8,3.5
케빈에 대하여,드라마,4.0,3.5
파우스트,드라마,3.2,3.0
테이크 쉘터,드라마,3.7,3.5
일루셔니스트,애니메이션,3.7,3.5
진짜로 일어날지도 몰라 기적,드라마,3.9,3.5
인랜드 엠파이어,드라마,3.4,3.0
지슬 - 끝나지 않은 세월2,드라마,3.8,3.5
자토이치,액션,3.3,3.0
인 디 에어,드라마,3.7,3.5
인어공주,로맨스,3.4,3.0
24 시티,다큐멘터리,3.3,3.0
월-E,가족,4.1,4.0
500일의 썸머,로맨틱코미디,3.9,3.5
유레루,드라마,3.5,3.0
우리도 사랑일까,코미디,3.8,3.5
예언자,범죄,3.7,3.5
엉클 분미,판타지,3.4,3.0
M,로맨스,2.5,2.5
악마가 너의 죽음을 알기 전에,드라마,3.7,3.5
시,드라마,3.9,3.5
슈렉 2,판타지,3.5,3.5
시티 오브 갓,범죄,4.0,4.0
시간을 달리는 소녀,판타지,4.1,4.0
아임 낫 데어,드라마,3.6,3.5
아바타,SF,3.9,3.5
아무르,드라마,3.9,3.5
씨민과 나데르의 별거,드라마,4.0,4.0
북촌방향,드라마,3.6,3.5
서칭 포 슈가맨,음악,3.9,3.5
송환,다큐멘터리,3.8,3.5
삼거리 극장,코미디,3.1,3.0
소셜 네트워크,드라마,3.5,3.5
사랑도 통역이 되나요?,드라마,3.5,3.0
블랙 스완,드라마,3.9,3.5
사랑니,로맨스,2.9,2.5
브로크백 마운틴,드라마,3.8,3.5
해변의 여인,드라마,3.2,3.0
판의 미로 - 오필리아와 세 개의 열쇠,판타지,3.7,3.5
본 슈프리머시,액션,4.1,4.0
하얀 리본,드라마,3.8,3.5
홀리 모터스,드라마,3.6,3.5
당신은 아직 아무것도 보지 못했다,드라마,3.7,3.5
인사이드 르윈,코미디,3.7,3.5
그래비티,SF,4.0,3.5
자전거 탄 소년,드라마,3.9,3.5
토리노의 말,드라마,3.8,3.5
시리어스 맨,드라마,3.7,3.5
아들,가족,4.1,4.0
안티크라이스트,드라마,3.5,3.0
옥희의 영화,코미디,3.6,3.5
원스,드라마,3.9,3.5
스틸 라이프,드라마,3.8,3.5
이터널 선샤인,드라마,4.1,4.0
아이 엠 러브,가족,3.8,3.5
박쥐,로맨스,3.3,3.0
밀양,드라마,3.6,3.5
세상의 모든 계절,드라마,4.0,3.5
바시르와 왈츠를,다큐멘터리,3.8,3.5
빅 피쉬,모험,3.9,3.5
노인을 위한 나라는 없다,범죄,4.0,3.5
걸어도 걸어도,가족,4.0,3.5
마스터,드라마,3.8,3.5
늑대아이,판타지,3.9,3.5
비포 미드나잇,드라마,3.9,3.5
블루 재스민,드라마,3.8,3.5
범죄와의 전쟁 : 나쁜놈들 전성시대,액션,4.0,4.0
멜랑콜리아,드라마,3.8,3.5
미쓰 홍당무,코미디,3.0,2.5
바스터즈: 거친 녀석들,모험,4.0,3.5
미션 임파서블 3,액션,3.8,3.5
킬 빌 2,액션,3.7,3.5
조디악,스릴러,3.6,3.5
밤과 낮,드라마,3.4,3.0
레볼루셔너리 로드,드라마,3.9,3.5
렛 미 인,공포,3.7,3.5
뜨거운 녀석들,액션,3.6,3.5
마을에 부는 산들바람,드라마,3.6,3.5
마더,드라마,3.6,3.5
러브 액츄얼리,코미디,4.0,4.0
라이프 오브 파이,판타지,4.0,3.5
머니볼,스포츠,3.8,3.5
셰임,드라마,3.5,3.0
그을린 사랑,드라마,4.0,4.0
007 스카이폴,액션,3.8,3.5
다우트,드라마,3.9,3.5
데어 윌 비 블러드,드라마,4.1,4.0
달은 어디에 떠 있는가,코미디,2.9,2.5
그랜 토리노,범죄,3.9,3.5
더 폴: 오디어스와 환상의 문,모험,4.0,3.5
괴물,스릴러,3.8,3.5
경계도시 2,다큐멘터리,3.7,3.5
마이클 클레이튼,범죄,3.3,3.0
매드 디텍티브,드라마,3.2,3.0
가족의 탄생,드라마,3.6,3.5
마이 파더,드라마,3.0,2.5
매치 포인트,드라마,3.4,3.0
매치스틱 맨,드라마,3.6,3.5
마당을 나온 암탉,애니메이션,3.5,3.0
마릴린 먼로와 함께한 일주일,드라마,3.4,3.0
말하는 건축가,다큐멘터리,3.6,3.5
래빗 홀,드라마,3.5,3.5
레미제라블,드라마,4.0,3.5
리얼 스틸,액션,3.7,3.5
